"Pnum","age","gender","trait","sa1","sa2","rfapro2","rfapro3","rfapro4","rfapro5","rfapre1","rfapre2","rfapre3","rfapre5","central.sa1","rfbpro2","rfbpro3","rfbpro4","rfbpro5","rfbpre1","rfbpre2","rfbpre3","rfbpre5","central.sa2","RFQpro1r","RFQpro2","RFQpro3","RFQpro4r","RFQpro5","RFQpro6r","RFQpre1r","RFQpre2r","RFQpre3","RFQpre4r","RFQpre5r"
680,20,1,"individualistic","student","global citizen",3,6,7,3,2,2,5,3,2,6,7,7,7,4,6,7,7,6,2,5,5,2,3,1,5,4,4,4,4
681,18,1,"intelligence","a student","a friend",7,6,6,7,5,6,7,7,7,4,5,5,4,2,1,6,5,5,1,5,5,2,4,1,5,5,4,5,5
682,20,1,"supportive","an uncle","a friend",6,5,4,6,6,6,5,6,6,6,6,6,5,5,6,5,5,5,3,5,5,2,5,4,4,5,2,3,5
683,18,2,"caring","older sister","friend",7,5,6,3,2,3,6,6,7,6,6,6,4,2,3,6,6,6,2,4,4,2,5,2,1,2,5,1,1
684,18,2,"creative","a student","a boyfriend",5,6,7,6,5,4,6,6,7,7,6,6,7,7,7,6,6,4,2,5,3,2,4,1,3,3,5,4,3
685,18,1,"easy-going","a son","a student",7,5,7,5,2,7,7,5,6,7,7,6,6,7,7,6,7,4,2,5,5,2,5,3,1,1,4,4,3
686,19,2,"","a sister","a friend",5,2,6,4,2,2,4,4,5,6,6,6,5,6,6,6,5,6,3,4,2,5,3,2,2,2,5,2,3
687,20,1,"fun-loving","a friend","a professional",6,6,6,6,4,5,6,5,6,6,6,6,6,6,6,6,6,6,2,4,4,3,4,2,1,1,5,1,3
688,18,1,"persistent","student","girlfriend",5,5,5,5,5,5,5,6,4,5,6,6,6,2,6,6,6,6,2,4,4,1,4,4,4,4,2,4,4
689,19,2,"responsible","the oldest of 5 kids","a friend",4,6,6,4,4,4,6,4,7,4,4,6,4,2,2,5,4,7,4,2,4,3,2,5,4,4,4,3,5
690,19,2,"theatrical","NU student","family member",7,7,7,7,6,7,7,7,6,4,4,7,6,6,5,4,3,6,1,5,4,1,5,1,1,1,5,1,2
691,18,2,"committed","tubist","family member",6,7,7,7,4,3,6,7,7,4,4,6,5,5,5,6,6,6,2,5,5,2,5,1,2,4,4,3,3
692,34,1,"aware","a brother ","an employee",3,3,5,2,2,3,4,4,5,5,5,5,5,6,6,5,5,6,4,2,4,5,3,4,4,4,4,4,4
693,19,2,"trustworthy","a friend","a stranger",7,6,7,4,2,7,7,7,7,3,5,5,7,5,5,5,6,5,2,5,5,1,4,2,1,1,5,1,4
694,18,2,"sympathetic","a human ","a girlfriend",6,7,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,3,4,4,2,5,2,1,2,5,1,2
695,19,2,"empathetic/compassionate","a friend","a daughter",5,5,NA,NA,3,5,4,6,5,5,5,5,3,NA,5,2,6,NA,3,4,3,5,3,5,4,5,5,5,4
696,18,2,"loyal","boyfriend","son",7,7,7,7,2,5,7,7,7,3,2,5,3,3,2,4,2,3,2,4,5,2,5,2,2,3,4,3,3
697,18,2,"religiously inclined","as a musician","as a son/brother",6,6,7,6,6,6,6,6,5,6,6,6,5,7,6,6,6,7,2,3,3,2,4,1,2,4,4,4,4
698,18,2,"intelligence","husband","father",5,4,3,5,6,6,5,5,3,6,5,6,6,7,6,5,6,3,4,4,3,3,4,5,4,5,2,4,4
699,20,2,"charming to others","a classmate, teammate","a friend",6,4,4,7,6,7,5,7,6,6,4,4,7,6,7,5,7,6,1,4,3,4,4,2,4,5,1,1,5
700,18,2,"confident","volleyball player","friend",6,7,7,7,5,7,7,7,7,7,7,7,7,5,7,7,7,7,2,5,3,2,5,1,1,2,5,1,5
701,19,2,"invested","a student","a varsity athlete",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,5,3,2,5,2,2,2,4,4,4
702,18,1,"innovative","a researcher","a mentor",7,6,6,7,6,5,6,7,7,5,6,5,4,6,5,6,5,4,2,3,4,2,4,2,2,1,5,3,3
703,20,2,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,4,2,3,4,4,4,4
704,19,1,"independent","a daugther","a student",6,7,5,5,7,7,6,7,3,7,7,6,7,1,7,7,7,5,2,4,4,2,4,2,1,1,4,2,1
705,18,1,"open-minded","brother","friend",7,5,5,6,6,3,5,5,5,6,4,6,6,5,4,6,5,7,1,5,4,2,4,1,5,5,5,5,4
709,18,1,"accepting","a student","a friend",7,6,7,NA,7,6,6,5,1,7,2,7,5,5,6,6,6,7,4,2,3,5,3,4,2,2,4,4,4
710,18,2,"witty","friend","roomate",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,5,2,4,1,2,1,5,1,1
711,18,2,"dedicated","a swimmer","a student",4,6,6,NA,6,5,6,6,7,7,7,7,7,7,7,7,7,7,1,5,5,2,5,1,1,2,5,4,4
712,19,2,"individual","person","student",6,3,4,3,5,3,6,6,7,3,5,6,3,6,5,6,4,4,2,4,4,2,5,2,4,3,4,4,4
713,20,1,"hopeful","mentor","student",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,5,4,5,4,4,2,4,5
714,19,2,"insightful","daughter","student",2,3,5,3,3,2,6,6,6,7,5,6,7,7,7,6,6,6,2,4,5,3,5,1,2,1,5,4,2
715,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,19,1,"confident","student","friend",5,4,5,5,5,5,5,5,6,4,5,5,4,5,5,5,5,5,4,4,4,2,6,3,4,4,3,4,4
717,20,1,"independently self-confident","a friend","a student",5,4,5,4,5,4,5,4,4,6,6,6,6,6,6,6,6,6,1,4,5,2,5,2,5,5,1,4,5
718,18,1,"thoughtful","a friend","a daugther",5,5,6,3,4,3,6,6,6,5,4,5,3,5,4,3,4,4,3,4,3,3,4,2,3,2,5,2,2
719,18,2,"creative","student","artist",6,6,6,6,5,4,6,5,7,7,6,6,6,4,4,5,4,7,1,4,4,1,4,3,1,1,5,1,2
720,18,1,"compassionate","a roomate","a friend",4,5,5,3,2,2,3,3,6,5,5,5,5,6,7,6,6,7,3,4,4,4,3,4,2,2,4,3,4
721,19,2,"intuitive","a friend/girlfriend","a student",6,7,7,6,6,7,5,7,7,7,7,7,7,5,5,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,19,2,"","student","friend",7,7,7,5,6,7,7,5,5,7,5,3,3,4,5,6,4,7,1,4,4,5,4,2,1,1,2,4,5
723,19,2,"optimistic","a friend/companion","a mentor",7,7,7,6,4,1,7,7,7,7,7,7,6,4,1,7,7,7,4,2,3,4,4,5,1,1,4,2,4
724,20,1,"honest","friend","student",5,5,5,3,2,4,5,5,6,5,5,4,4,6,5,4,4,4,3,5,4,3,4,2,5,5,4,5,5
725,18,2,"caring","daugther","friend",5,5,5,4,6,5,4,4,5,4,5,5,4,5,5,5,5,5,2,4,4,5,5,4,5,4,5,4,4
726,19,1,"independent","a sister","a friend",5,6,7,7,7,7,6,7,7,7,6,7,6,7,6,6,6,7,3,5,4,2,4,2,2,4,5,4,4
727,19,2,"sense of humor","a friend","a brother",2,2,6,2,1,2,6,5,7,2,3,5,2,3,4,5,6,6,2,3,5,3,4,2,2,2,5,2,4
728,19,2,"Driven","a student","a friend",7,7,7,6,6,5,6,7,7,4,5,5,5,6,4,5,6,5,2,4,5,2,4,4,4,2,4,3,4
729,18,1,"Kind-hearted","friend","student",7,6,6,6,5,4,6,6,7,3,3,5,7,7,7,4,3,7,2,5,2,4,4,2,1,1,1,1,3
730,18,2,"caring","a friend","a daugther",6,6,4,5,6,6,6,6,5,6,6,4,6,6,6,7,6,6,2,5,3,2,5,1,5,4,5,4,5
731,18,2,"resiliant","student","friend",4,5,4,5,6,6,5,5,5,5,3,2,2,2,4,3,2,2,2,3,4,4,4,3,1,5,3,3,2
732,18,2,"tenacious","teacher","student",7,6,6,5,5,5,7,6,5,7,6,6,5,6,5,7,6,6,2,5,4,3,5,3,4,3,4,4,4
733,18,1,"analytical","worker","partner",7,6,6,7,7,7,5,5,7,7,7,1,7,6,7,6,6,3,3,4,4,1,4,1,4,1,4,3,2
734,21,1,"Genuine","friend","cheerleader",5,6,6,6,5,5,6,4,6,5,6,6,3,5,7,6,4,5,1,5,5,1,5,1,4,1,5,1,1
735,18,1,"compassionate","friend","student",3,4,4,NA,3,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,4,4,2,3,2,4,3,5
736,18,2,"over thinker","older brother","a person",7,7,5,6,7,7,6,6,5,6,6,6,6,6,5,5,7,6,2,4,3,2,4,3,1,2,5,1,3
737,20,1,"ambitious","daughter","friend",4,5,7,5,6,7,6,5,7,6,5,6,4,5,4,6,5,7,1,4,3,4,4,5,3,3,3,2,1
738,20,1,"dedication","friend","student",7,7,7,6,6,7,7,3,7,7,7,6,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,20,2,"integrity","student","friend",3,5,6,4,6,5,6,4,6,3,3,6,3,5,5,6,4,6,2,5,3,3,4,1,2,2,5,2,4
740,20,1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,2,4,4,3,2,5,2,4
741,20,1,"hardworking","student","athlete",6,6,6,5,6,6,6,3,7,6,6,6,3,3,3,7,2,7,2,2,4,2,3,2,1,4,3,4,4
742,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,19,1,"mindful","friend","student",7,5,6,6,6,7,7,6,4,7,5,5,6,7,6,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,20,2,"Integrity","son/brother","student",5,5,6,6,5,5,5,6,6,6,7,6,6,6,7,6,6,6,2,5,3,3,3,4,4,2,4,4,2
745,20,2,"Christian","student","daughter",6,7,5,7,6,7,6,5,4,4,6,5,5,3,4,4,3,7,2,3,4,2,5,2,1,1,5,1,3
746,18,2,"caring","daughter","student",4,7,5,6,7,7,5,7,7,7,7,5,7,7,7,7,6,4,2,3,2,5,2,3,4,5,5,4,5
747,19,2,"","student","girlfriend",7,6,7,7,7,7,7,6,7,6,7,7,6,5,7,6,1,1,1,4,4,4,5,3,2,4,5,3,5
748,18,2,"insightful","student","friend",7,7,7,7,7,7,7,7,7,5,5,5,5,4,5,5,5,5,2,5,3,3,5,1,1,3,5,1,3
749,18,2,"loyalty","friend","coworker",6,6,6,6,6,6,6,6,7,5,2,4,3,5,6,3,3,2,2,4,3,3,4,2,2,1,5,4,2
750,19,2,"organized","student","club leader",5,6,6,7,6,5,6,6,5,5,4,6,6,3,3,5,3,5,3,5,4,5,5,2,4,5,4,4,5
NA,NA,NA,"caring","family member","friend",6,6,6,6,3,6,7,6,6,7,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"","student","daughter",5,5,6,6,5,4,5,6,6,5,3,5,5,4,3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,22,2,"stubborn","Student","Daughter",6,5,5,6,6,6,5,5,7,5,5,5,6,5,3,5,5,6,2,4,4,4,4,4,5,4,2,4,4
NA,18,1,"Compassionate","Brother","Friend",5,6,6,6,5,6,3,6,7,6,7,6,7,6,6,5,7,7,1,5,5,2,5,1,4,5,5,4,5
5,21,2,"spiritual","Church member","Resident Assistant",6,7,6,6,3,7,6,7,7,7,7,7,7,3,3,7,7,7,1,4,4,1,5,1,4,4,4,4,2
NA,20,2,"Musical","a clarinet player","a friend who often breaks into song",6,6,7,6,6,6,6,6,7,4,4,4,4,4,4,4,4,6,3,4,4,4,3,1,2,4,4,2,5
NA,20,2,"athlete","team member/captain","student",5,6,5,6,7,6,6,7,7,3,2,7,5,2,6,6,2,5,2,2,4,2,5,2,2,4,4,2,2
NA,19,2,"Organized","my role as a student","my role as an organization leader",5,6,7,7,5,5,6,7,7,6,6,6,6,2,6,7,6,7,2,4,4,2,5,2,1,1,5,1,2
NA,26,2,"Empathetic ","As a future audiologist ","As community outreach coordinator for a student organization ",6,6,6,5,3,5,6,6,5,6,5,6,6,2,5,6,5,6,2,4,4,2,4,3,3,2,4,2,2
3,21,2,"Kind","Mentor","girlfriend",6,4,6,4,6,7,6,6,7,5,5,7,7,3,3,6,5,7,1,4,5,2,5,1,2,2,5,2,3
NA,26,2,"friendly","advisor in a leadership position","friend",6,6,6,6,4,5,6,6,6,4,4,4,4,4,5,4,5,7,2,4,4,4,4,1,1,1,5,1,1
NA,21,2,"Loyalty","A daughter","A friend",4,3,3,3,5,5,3,3,5,6,5,5,4,7,5,5,5,7,2,4,4,2,4,2,2,2,2,3,3
6,20,2,"Empathetic","girlfriend","GUI developer",7,3,7,5,5,5,7,5,7,7,6,7,6,4,7,7,6,4,3,5,4,2,5,2,2,2,5,4,4
NA,20,2,"independent","student","part of my friend group",4,3,6,6,6,6,5,5,5,7,7,7,6,3,2,7,3,7,2,4,5,2,5,1,2,2,4,3,5
NA,22,2,"Loyal","a daughter","a friend",5,5,7,4,3,5,6,6,5,5,7,6,5,7,5,6,7,7,2,4,4,3,4,3,1,1,5,1,2
4,21,1,"relaxed","student","volunteer",2,6,5,5,6,6,6,6,6,6,6,6,6,2,3,6,6,6,2,4,4,2,4,4,4,4,2,4,4
NA,20,2,"independent","sister","student",6,2,6,6,7,7,7,7,2,6,4,7,7,7,7,7,7,2,2,4,5,4,5,2,4,2,4,4,5
NA,21,2,"Supportive","Girlfriend","Best Friend",7,7,6,7,7,6,6,5,7,5,7,7,4,1,1,4,4,7,3,5,3,5,4,5,2,4,5,3,4
NA,26,1,"persistent","my role as a student","my role as a teacher",3,3,4,3,3,4,3,3,3,4,5,3,2,3,4,4,3,2,1,3,4,3,4,3,2,3,2,3,2
NA,19,1,"pride","son","student",3,4,5,6,5,5,6,7,4,4,6,5,5,5,6,6,6,5,4,4,4,4,2,4,4,4,2,4,5
NA,21,1,"Dedicated","A friend.","An artist.",4,5,5,3,6,5,4,4,6,5,5,2,3,5,5,4,4,6,3,4,4,3,4,3,1,2,4,2,1
NA,21,2,"Funny","Daughter","Artist",1,1,7,5,1,1,5,7,7,7,7,7,6,7,5,2,5,2,1,5,5,1,5,1,4,4,4,2,4
NA,22,2,"Organized","Student","Girlfriend",6,6,6,6,6,6,6,6,7,7,7,6,6,7,7,7,6,5,2,4,4,2,4,3,2,2,4,2,2
NA,21,2,"Sassy","an exec board member","a girlfriend",6,6,6,5,6,6,7,5,4,3,4,7,3,3,4,3,6,5,1,5,4,2,4,1,1,2,4,1,5
NA,23,2,"Loyal","Friend","Work Partner",6,5,4,4,2,2,6,5,7,5,4,6,6,5,6,6,5,5,2,5,4,2,5,4,2,1,4,1,1
NA,20,2,"motivated","role as a student","role in a sorority",5,6,5,5,5,2,6,5,6,5,2,5,2,5,2,5,2,3,2,5,3,4,4,4,4,2,4,2,4
NA,20,1,"Curious","a student","a friend",4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,5,6,2,3,4,3,4,2,2,2,4,3,3
NA,21,2,"sympathetic ","Residential Assistant (RA in the dorm)","volunteer at Alzheimer's Nursing Home ",6,6,6,6,1,4,5,6,6,6,6,6,6,1,2,4,6,7,4,4,2,4,4,2,4,4,4,4,5
NA,19,2,"thinker","a student","a friend",7,6,6,6,7,6,6,5,7,5,6,6,3,6,6,6,6,6,1,5,4,2,4,1,4,3,4,2,2
NA,19,1,"Respectful","a friend and peer","a son/brother",5,6,5,6,5,5,6,5,7,6,5,6,5,6,4,6,6,7,3,4,4,5,3,4,2,2,4,3,4
NA,20,2,"peaceful ","Christian ","girlfriend ",7,6,6,6,2,5,6,6,7,7,6,6,6,1,6,6,6,6,1,5,5,1,5,1,4,1,4,4,4
NA,18,1,"determined","a son","an up-and-coming journalist",7,7,7,7,5,7,7,7,7,7,7,7,7,6,7,7,7,7,2,5,5,1,5,1,1,1,1,4,1
NA,19,2,"Outgoing","Friend","theatre artist",5,5,5,2,2,2,6,2,7,7,6,6,6,3,5,5,2,7,1,4,5,4,5,1,2,1,5,2,2
NA,19,2,"hard working","a first generation Muslim American ","pre-business student",4,6,5,5,5,5,7,5,5,7,7,7,7,7,7,7,7,7,2,5,4,5,5,2,3,3,4,2,3
NA,20,2,"trustworthy","a sibling","student",7,6,6,6,2,6,6,5,6,7,7,6,7,6,7,7,6,7,1,5,4,2,4,1,4,2,4,4,4
8,20,2,"practical","a leader","a student",6,3,7,4,2,5,5,5,7,3,5,5,5,5,4,3,6,6,1,5,4,2,5,1,4,2,4,5,4
NA,21,2,"patience","my role as a sister","my role as a camp counselor",6,6,6,5,1,2,5,7,7,7,7,6,6,5,7,6,5,7,2,5,5,2,5,2,3,2,4,2,2
12,19,2,"meticulous","student","worker",5,5,5,5,3,5,6,5,6,5,4,3,5,5,5,5,5,5,2,4,4,2,4,2,4,2,2,4,4
NA,20,2,"whimsical","a girlfriend","student",6,6,6,4,2,2,6,4,6,5,3,6,5,6,6,6,6,2,1,4,4,2,4,1,2,1,5,3,3
NA,19,2,"Outdoorsy","a student studying environmental science","a camp counselor",6,6,5,5,5,5,6,5,7,6,6,5,6,6,7,7,6,7,2,5,4,2,5,2,2,2,5,2,4
NA,21,2,"Belief that things can change; things are not static","a student","a humanitarian",6,6,6,6,5,5,6,5,6,7,7,6,6,6,6,6,5,6,1,5,4,2,4,1,4,4,4,4,4
7,18,2,"adventurous","a traveller","a student",6,5,6,5,2,5,6,5,6,5,5,6,5,6,5,7,5,5,3,4,4,2,5,2,2,2,4,3,4
NA,19,2,"I am energetic ","A friend ","A campus leader",5,5,6,5,3,5,5,5,6,6,5,7,6,5,4,5,5,6,2,4,4,2,5,1,2,3,4,2,4
NA,22,2,"honest","girlfriend, sister","student, friend",5,6,6,5,6,6,6,4,7,4,4,5,5,6,5,6,5,5,3,4,4,2,4,3,4,3,4,2,4
NA,22,2,"empathetic","a girlfriend","daughter",6,6,6,6,2,6,6,6,6,6,6,6,7,6,6,6,6,6,4,4,4,2,4,2,4,4,4,2,4
NA,18,2,"Diligent","A student and as an athlete","A student and as a family member",6,7,6,7,6,7,7,7,7,5,6,6,6,6,7,6,6,5,2,4,4,4,4,2,5,2,4,4,4
NA,20,2,"loyal","a friend","a sister",6,3,5,3,3,4,6,5,7,5,4,4,2,3,3,5,5,7,2,4,3,4,4,3,2,2,5,2,3
NA,18,2,"compassionate","friend","mentor at elementary school",6,5,5,4,2,3,6,7,6,6,4,6,5,5,5,6,7,6,4,3,5,5,3,4,1,4,4,4,2
NA,21,2,"honest","my role as a sister","my role as a writer",5,3,5,6,2,6,4,5,7,6,7,6,7,7,6,3,5,7,1,4,5,4,5,1,3,2,4,4,4
9,19,2,"optimism","human being","student",7,7,7,6,4,5,6,5,7,7,6,7,6,6,5,6,6,7,1,5,5,2,5,1,1,1,5,1,3
NA,21,2,"Independence. ","a sorority president. ","daughter. ",6,2,6,3,6,6,6,6,5,2,6,5,2,3,2,2,5,7,2,4,4,3,4,2,4,4,2,4,4
NA,19,2,"creativity","songstress","ukulele player",5,5,5,6,5,5,5,5,7,5,5,5,5,5,5,5,5,5,3,4,3,3,4,2,3,4,3,4,2
NA,22,2,"easy-going","a girlfriend","a sister",5,4,4,5,2,2,3,5,6,4,4,6,4,2,5,5,5,4,2,4,4,2,4,3,4,2,4,2,3
NA,21,2,"multi-faceted","student","employee",6,7,6,6,6,6,6,6,7,7,6,7,6,2,5,6,5,7,4,5,4,3,5,3,3,2,2,4,4
NA,21,2,"sincere","student","sister",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,5,5,2,5,1,4,2,5,4,5
NA,19,1,"determined ","a student ","an athlete ",5,6,7,6,3,5,5,2,6,6,6,6,5,2,2,7,1,7,1,5,5,1,5,1,4,3,4,4,4
NA,18,1,"respect","friend, significant other","family",5,5,5,5,7,6,5,4,6,5,5,5,5,5,5,4,5,5,3,5,3,3,3,3,4,3,4,4,4
NA,20,2,"caring","daughter","friend",5,5,5,6,6,5,5,6,6,4,5,5,5,4,5,5,5,5,2,4,4,4,3,2,4,4,4,4,4
NA,18,1,"Caring","Friend","student",3,5,5,3,5,5,5,3,6,4,5,5,3,5,5,5,6,4,2,4,4,2,4,3,2,3,4,2,2
NA,21,1,"Analytical","A student","A friend",6,5,7,6,7,7,7,7,6,6,4,6,4,4,5,4,6,6,3,4,4,2,4,4,1,1,5,2,3
NA,21,2,"Artistic","a writer","a friend",7,7,5,7,5,4,7,6,6,4,4,4,4,6,4,3,6,4,2,4,5,3,4,5,4,3,2,4,4
NA,18,2,"perseverance","student","daughter",6,5,7,7,5,2,4,6,6,2,2,3,1,1,2,2,5,2,2,2,2,4,4,4,5,4,2,4,5
NA,22,2,"compassionate","a girlfriend","student manager",6,3,5,6,5,3,6,5,7,5,3,6,3,3,6,5,5,5,4,2,4,2,3,2,2,2,4,2,2
1,19,2,"hardworking","a student","a friend",6,7,6,7,6,7,6,6,7,5,6,6,5,2,3,5,6,6,2,3,4,2,5,1,2,2,1,1,3
NA,19,2,"intelligent","daughter","student",5,5,6,4,3,3,5,5,5,5,7,6,6,7,7,7,6,7,2,4,4,4,4,4,1,1,5,4,2
NA,19,2,"Versatile","a camp counselor","a filmmaker",6,6,6,6,7,7,7,6,5,6,6,6,5,6,6,7,3,7,2,4,5,4,5,2,2,2,4,2,2
NA,20,2,"excitable","a roommate","a younger member of a group",6,2,7,3,5,7,7,6,4,5,7,6,6,7,6,6,5,7,1,4,5,1,5,1,4,4,4,4,2
NA,20,1,"friendly","a tutor ","a fraternity brother",3,4,6,3,3,3,5,4,7,4,5,6,5,3,4,5,5,7,2,3,4,4,5,4,2,4,4,3,5
NA,25,1,"Reliable","a friend.","a graduate student.",5,5,5,4,3,4,6,5,6,7,6,6,5,4,5,6,6,6,1,4,4,2,5,1,2,2,4,4,4
NA,20,2,"empathy","a mentor","a friend",6,2,6,5,5,3,6,2,7,6,3,6,4,6,5,5,4,7,3,4,4,4,4,2,1,1,5,2,2
NA,19,1,"Supportive","a sophomore with many freshman friends","a member of the Residential College Board",6,6,6,6,2,3,6,6,7,7,5,7,7,2,3,6,7,7,1,4,4,2,4,2,3,2,4,4,3
NA,21,2,"Empathetic","a friend","a student",7,7,6,4,3,5,6,6,7,6,6,5,6,6,5,7,5,5,2,4,5,2,5,1,2,2,4,2,3
NA,20,2,"compassionate","a friend","an aunt",6,6,7,7,7,6,6,7,7,6,7,4,6,6,6,6,6,7,3,5,4,4,3,3,1,1,5,1,4
NA,19,1,"Caring","a friend","a journalist",5,5,4,4,7,7,5,5,7,7,6,6,7,7,7,7,7,5,3,5,5,3,5,1,4,1,5,4,2
NA,18,2,"thoughtful","friend","leader",6,6,5,6,5,5,4,6,6,6,3,5,5,3,4,5,5,6,2,4,4,4,5,2,1,2,4,4,2
NA,20,2,"Driven","Student","Sister",7,7,7,7,5,7,7,6,7,6,6,6,6,6,6,6,6,5,2,4,4,2,5,2,1,2,5,2,2
NA,19,2,"Analytical ","Fridnd","Student",5,5,6,3,3,4,3,3,3,3,5,7,5,6,5,7,6,6,1,5,5,3,5,1,2,2,2,2,4
NA,21,2,"passionate","sister","leader",6,6,7,7,1,2,7,4,6,7,6,6,6,5,7,7,4,6,1,5,5,4,5,1,2,1,5,1,1
NA,19,2,"Idealistic","a young adult","a woman",5,7,6,6,5,5,7,7,7,3,6,5,7,5,5,6,7,5,2,4,5,2,5,2,1,1,5,4,3
NA,18,2,"I'm Muslim.","a member of the Muslim Cultural Students Association","a daughter",6,6,6,5,6,7,7,7,7,5,5,3,5,7,5,5,5,6,2,5,4,5,4,2,5,4,2,4,4
13,21,2,"I respect other people and I think mutual respect is really important for human relationships.","a member of a team when working ","a daughter ",5,4,5,6,6,7,7,7,7,3,6,5,6,3,5,4,3,7,2,4,4,4,4,5,3,3,4,3,5
NA,21,2,"Determined","a woman","student",5,6,5,7,5,6,6,6,7,7,7,7,7,5,7,7,7,7,2,3,5,1,2,2,1,3,5,4,4
10,22,1,"Determined","Teacher","Student",2,5,5,3,7,7,5,5,7,3,6,7,6,5,6,6,6,7,2,4,4,4,4,2,2,2,2,4,4
NA,18,2,"collectivist","my role as a social worker","my role and a social activist ",6,6,6,6,2,4,7,6,7,7,7,6,7,4,5,7,7,7,1,5,4,1,5,5,2,3,3,2,4
NA,19,2,"empathy","a friend","a student",6,6,6,6,5,6,6,6,7,5,6,6,6,7,6,7,7,5,2,4,4,2,4,2,2,4,4,4,4
NA,20,2,"Resilient","Daughtet","christian ",7,7,6,6,1,7,6,6,3,7,6,6,6,5,6,6,6,7,1,5,4,1,5,2,1,1,1,1,2
NA,22,2,"loving","a friend","an aspiring teacher",5,5,6,6,3,5,6,6,6,6,6,5,6,5,6,6,6,6,3,2,3,3,4,3,2,2,2,2,2
NA,18,1,"Analytical","student","roommate",4,5,6,4,6,6,3,4,6,5,4,6,4,5,3,5,5,5,2,4,3,2,4,4,2,3,4,2,4
NA,21,2,"poised","a ballerina","a student group leader",5,3,5,6,6,6,7,6,7,6,6,6,5,6,5,7,3,6,1,4,5,4,4,1,1,1,5,1,3
NA,21,2,"genuine ","friend","sister ",5,5,5,4,5,5,5,5,6,5,3,5,5,5,4,5,6,5,1,4,4,3,4,2,2,4,4,4,3
NA,22,2,"determined","student","friend",7,7,7,7,5,5,7,2,7,4,5,4,4,4,3,4,6,4,2,5,4,2,5,1,1,2,4,2,2
NA,19,1,"awareness","a friend","a student",5,5,6,5,2,5,6,6,7,6,5,6,5,5,5,5,5,6,4,5,4,2,4,1,1,3,4,2,1
NA,19,2,"compassionate","a friend","sister",6,6,6,2,2,3,6,6,7,5,5,5,4,7,4,6,6,7,3,2,4,5,4,4,4,3,5,5,4
NA,25,1,"Curious","Student","Traveller",6,6,6,6,4,6,6,7,7,7,6,5,5,3,6,5,7,7,2,4,4,4,4,4,4,2,4,2,5
NA,20,2,"Responsible","student","friend",5,6,5,6,6,5,6,5,6,6,7,6,6,4,5,7,5,6,3,4,3,4,5,3,2,3,2,2,2
NA,18,1,"Ambitious","An Individual","A Leader",7,7,7,7,2,2,7,7,7,7,7,7,7,6,5,7,6,7,2,5,4,1,5,1,3,3,4,3,4
NA,19,2,"Charismatic","Sorority member","Dancer",6,6,6,6,2,6,6,6,6,6,7,5,6,6,5,6,4,5,1,4,4,2,5,1,1,2,4,2,3
NA,19,2,"fun-loving","a friend","a teammate",4,5,4,4,3,2,6,6,7,6,6,6,5,6,6,6,6,5,2,4,4,3,5,1,4,3,1,4,3
NA,19,2,"Resilient ","student","friend",7,4,5,5,7,5,5,6,6,4,6,6,5,3,4,6,6,4,2,4,4,4,4,3,4,3,2,2,5
NA,19,2,"Integrity","My role as a friend","My role as a student",4,6,6,6,6,6,7,6,6,3,7,7,7,7,7,7,6,6,2,4,4,5,4,3,2,2,4,4,4
NA,18,2,"Empathetic","a friend","a sister",7,7,6,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,4,3,3,4,4,2,2,2,4,3,4
NA,19,2,"I think very logically; I generally weigh pros and cons of every situation.","a friend","a teenager",6,7,6,7,5,6,7,6,7,4,6,6,6,7,7,6,7,7,2,4,4,4,4,2,1,3,5,3,2
NA,24,1,"Social","a friend","a networker",7,5,7,7,2,2,5,7,6,7,6,7,7,2,2,6,7,7,1,5,4,4,4,1,1,1,5,1,5
